flair,word,count,topic
Business/Finance,prep,7,topic-5
Business/Finance,randians,4,topic-5
Business/Finance,deleted,3,topic-5
Coronavirus,india,1840,topic-5
Coronavirus,people,1445,topic-5
Coronavirus,lockdown,1187,topic-5
Coronavirus,indian,421,topic-5
Coronavirus,help,385,topic-5
Coronavirus,modi,301,topic-5
Coronavirus,new,243,topic-5
Coronavirus,day,229,topic-5
Coronavirus,free,128,topic-5
Coronavirus,daily,116,topic-5
Coronavirus,post,113,topic-5
Coronavirus,salary,37,topic-5
Coronavirus,job,31,topic-5
Coronavirus,business,21,topic-5
Coronavirus,challenge,19,topic-5
Coronavirus,employee,14,topic-5
Coronavirus,zomato,8,topic-5
Coronavirus,prep,5,topic-5
Coronavirus,removed,5,topic-5
Coronavirus,deleted,3,topic-5
Coronavirus,randians,2,topic-5
Coronavirus,discord,1,topic-5
NonPolitical,india,14172,topic-5
NonPolitical,indian,8766,topic-5
NonPolitical,people,6430,topic-5
NonPolitical,new,3703,topic-5
NonPolitical,day,3116,topic-5
NonPolitical,help,2810,topic-5
NonPolitical,post,1552,topic-5
NonPolitical,job,1322,topic-5
NonPolitical,free,1283,topic-5
NonPolitical,modi,1008,topic-5
NonPolitical,business,612,topic-5
NonPolitical,daily,565,topic-5
NonPolitical,lockdown,275,topic-5
NonPolitical,salary,245,topic-5
NonPolitical,randians,244,topic-5
NonPolitical,challenge,220,topic-5
NonPolitical,zomato,196,topic-5
NonPolitical,removed,177,topic-5
NonPolitical,employee,173,topic-5
NonPolitical,discord,86,topic-5
NonPolitical,deleted,72,topic-5
NonPolitical,prep,28,topic-5
NonPolitical,np,19,topic-5
NonPolitical,sql,11,topic-5
NonPolitical,rindia,9,topic-5
Policy/Economy,india,5650,topic-5
Policy/Economy,indian,1863,topic-5
Policy/Economy,new,1066,topic-5
Policy/Economy,people,982,topic-5
Policy/Economy,modi,804,topic-5
Policy/Economy,help,382,topic-5
Policy/Economy,free,366,topic-5
Policy/Economy,day,313,topic-5
Policy/Economy,business,288,topic-5
Policy/Economy,post,236,topic-5
Policy/Economy,job,234,topic-5
Policy/Economy,challenge,88,topic-5
Policy/Economy,daily,80,topic-5
Policy/Economy,lockdown,58,topic-5
Policy/Economy,salary,55,topic-5
Policy/Economy,removed,41,topic-5
Policy/Economy,employee,20,topic-5
Policy/Economy,deleted,6,topic-5
Policy/Economy,randians,5,topic-5
Policy/Economy,zomato,5,topic-5
Policy/Economy,np,3,topic-5
Politics,india,15340,topic-5
Politics,modi,12099,topic-5
Politics,indian,6200,topic-5
Politics,people,6111,topic-5
Politics,new,2787,topic-5
Politics,day,1643,topic-5
Politics,post,1096,topic-5
Politics,help,979,topic-5
Politics,free,834,topic-5
Politics,job,464,topic-5
Politics,business,406,topic-5
Politics,daily,322,topic-5
Politics,challenge,281,topic-5
Politics,removed,217,topic-5
Politics,lockdown,196,topic-5
Politics,salary,107,topic-5
Politics,deleted,89,topic-5
Politics,employee,79,topic-5
Politics,randians,58,topic-5
Politics,zomato,20,topic-5
Politics,discord,17,topic-5
Politics,prep,7,topic-5
Politics,np,6,topic-5
Politics,rindia,1,topic-5
Science/Technology,india,3612,topic-5
Science/Technology,indian,1325,topic-5
Science/Technology,new,884,topic-5
Science/Technology,free,464,topic-5
Science/Technology,people,430,topic-5
Science/Technology,help,426,topic-5
Science/Technology,day,234,topic-5
Science/Technology,job,142,topic-5
Science/Technology,business,117,topic-5
Science/Technology,post,114,topic-5
Science/Technology,modi,90,topic-5
Science/Technology,daily,74,topic-5
Science/Technology,challenge,53,topic-5
Science/Technology,sql,29,topic-5
Science/Technology,discord,23,topic-5
Science/Technology,lockdown,23,topic-5
Science/Technology,removed,22,topic-5
Science/Technology,zomato,20,topic-5
Science/Technology,salary,18,topic-5
Science/Technology,deleted,16,topic-5
Science/Technology,randians,14,topic-5
Science/Technology,employee,9,topic-5
Science/Technology,prep,3,topic-5
[R]eddiquette,india,1666,topic-5
[R]eddiquette,people,1171,topic-5
[R]eddiquette,indian,921,topic-5
[R]eddiquette,help,668,topic-5
[R]eddiquette,new,534,topic-5
[R]eddiquette,day,375,topic-5
[R]eddiquette,post,307,topic-5
[R]eddiquette,job,271,topic-5
[R]eddiquette,free,221,topic-5
[R]eddiquette,daily,172,topic-5
[R]eddiquette,business,145,topic-5
[R]eddiquette,modi,144,topic-5
[R]eddiquette,sql,116,topic-5
[R]eddiquette,challenge,109,topic-5
[R]eddiquette,prep,65,topic-5
[R]eddiquette,randians,57,topic-5
[R]eddiquette,salary,56,topic-5
[R]eddiquette,removed,28,topic-5
[R]eddiquette,discord,28,topic-5
[R]eddiquette,employee,21,topic-5
[R]eddiquette,zomato,14,topic-5
[R]eddiquette,deleted,10,topic-5
[R]eddiquette,rindia,5,topic-5
[R]eddiquette,np,1,topic-5
AskIndia,india,10916,topic-6
AskIndia,making,893,topic-6
AskIndia,price,669,topic-6
AskIndia,car,639,topic-6
AskIndia,water,574,topic-6
AskIndia,air,497,topic-6
AskIndia,board,320,topic-6
AskIndia,super,242,topic-6
AskIndia,pollution,231,topic-6
AskIndia,paper,216,topic-6
AskIndia,machine,180,topic-6
AskIndia,electric,124,topic-6
AskIndia,die,110,topic-6
AskIndia,petrol,94,topic-6
AskIndia,plant,70,topic-6
AskIndia,amritsar,37,topic-6
AskIndia,manufacturer,30,topic-6
AskIndia,meter,18,topic-6
AskIndia,ravi,16,topic-6
AskIndia,exporter,8,topic-6
Business/Finance,india,4271,topic-6
Business/Finance,machine,542,topic-6
Business/Finance,manufacturer,427,topic-6
Business/Finance,plant,388,topic-6
Business/Finance,making,377,topic-6
Business/Finance,amritsar,342,topic-6
Business/Finance,price,331,topic-6
Business/Finance,water,315,topic-6
Business/Finance,corrugation,267,topic-6
Business/Finance,crusher,251,topic-6
Business/Finance,slag,226,topic-6
Business/Finance,paper,219,topic-6
Business/Finance,board,217,topic-6
Business/Finance,super,206,topic-6
Business/Finance,corrugated,180,topic-6
Business/Finance,air,174,topic-6
Business/Finance,sujata,172,topic-6
Business/Finance,car,165,topic-6
Business/Finance,die,143,topic-6
Business/Finance,meter,123,topic-6
Business/Finance,ravi,122,topic-6
Business/Finance,electric,97,topic-6
Business/Finance,petrol,48,topic-6
Business/Finance,exporter,37,topic-6
Business/Finance,pollution,4,topic-6
Coronavirus,india,1840,topic-6
Coronavirus,making,88,topic-6
Coronavirus,air,83,topic-6
Coronavirus,water,79,topic-6
Coronavirus,die,59,topic-6
Coronavirus,car,30,topic-6
Coronavirus,price,26,topic-6
Coronavirus,pollution,26,topic-6
Coronavirus,board,25,topic-6
Coronavirus,super,22,topic-6
Coronavirus,paper,13,topic-6
Coronavirus,petrol,11,topic-6
Coronavirus,machine,8,topic-6
Coronavirus,meter,7,topic-6
Coronavirus,plant,5,topic-6
Coronavirus,amritsar,5,topic-6
Coronavirus,electric,4,topic-6
NonPolitical,india,14172,topic-6
NonPolitical,air,1211,topic-6
NonPolitical,water,968,topic-6
NonPolitical,making,955,topic-6
NonPolitical,car,809,topic-6
NonPolitical,price,609,topic-6
NonPolitical,board,516,topic-6
NonPolitical,pollution,467,topic-6
NonPolitical,paper,360,topic-6
NonPolitical,die,357,topic-6
NonPolitical,super,325,topic-6
NonPolitical,petrol,207,topic-6
NonPolitical,machine,159,topic-6
NonPolitical,electric,138,topic-6
NonPolitical,plant,125,topic-6
NonPolitical,amritsar,77,topic-6
NonPolitical,ravi,71,topic-6
NonPolitical,manufacturer,22,topic-6
NonPolitical,meter,16,topic-6
NonPolitical,exporter,5,topic-6
NonPolitical,crusher,3,topic-6
NonPolitical,corrugated,2,topic-6
NonPolitical,slag,1,topic-6
Policy/Economy,india,5650,topic-6
Policy/Economy,air,256,topic-6
Policy/Economy,making,241,topic-6
Policy/Economy,price,221,topic-6
Policy/Economy,water,203,topic-6
Policy/Economy,petrol,170,topic-6
Policy/Economy,paper,158,topic-6
Policy/Economy,pollution,107,topic-6
Policy/Economy,board,95,topic-6
Policy/Economy,car,72,topic-6
Policy/Economy,electric,67,topic-6
Policy/Economy,ravi,46,topic-6
Policy/Economy,plant,33,topic-6
Policy/Economy,super,32,topic-6
Policy/Economy,die,22,topic-6
Policy/Economy,machine,15,topic-6
Policy/Economy,exporter,15,topic-6
Policy/Economy,manufacturer,13,topic-6
Policy/Economy,amritsar,4,topic-6
Policy/Economy,meter,2,topic-6
Politics,india,15340,topic-6
Politics,making,731,topic-6
Politics,air,723,topic-6
Politics,water,411,topic-6
Politics,board,268,topic-6
Politics,price,260,topic-6
Politics,car,242,topic-6
Politics,paper,221,topic-6
Politics,die,221,topic-6
Politics,pollution,211,topic-6
Politics,petrol,190,topic-6
Politics,ravi,124,topic-6
Politics,super,116,topic-6
Politics,machine,100,topic-6
Politics,plant,78,topic-6
Politics,amritsar,40,topic-6
Politics,electric,39,topic-6
Politics,manufacturer,11,topic-6
Politics,exporter,10,topic-6
Politics,meter,10,topic-6
Politics,sujata,1,topic-6
Science/Technology,india,3612,topic-6
Science/Technology,price,418,topic-6
Science/Technology,electric,209,topic-6
Science/Technology,air,195,topic-6
Science/Technology,water,154,topic-6
Science/Technology,making,137,topic-6
Science/Technology,machine,96,topic-6
Science/Technology,car,92,topic-6
Science/Technology,pollution,78,topic-6
Science/Technology,super,54,topic-6
Science/Technology,paper,52,topic-6
Science/Technology,plant,45,topic-6
Science/Technology,board,43,topic-6
Science/Technology,manufacturer,14,topic-6
Science/Technology,petrol,11,topic-6
Science/Technology,die,10,topic-6
Science/Technology,ravi,8,topic-6
Science/Technology,meter,4,topic-6
Science/Technology,exporter,2,topic-6
Science/Technology,amritsar,2,topic-6
[R]eddiquette,india,1666,topic-6
[R]eddiquette,making,163,topic-6
[R]eddiquette,air,145,topic-6
[R]eddiquette,water,120,topic-6
[R]eddiquette,car,86,topic-6
[R]eddiquette,pollution,71,topic-6
[R]eddiquette,paper,59,topic-6
[R]eddiquette,board,53,topic-6
[R]eddiquette,price,49,topic-6
[R]eddiquette,die,42,topic-6
[R]eddiquette,super,40,topic-6
[R]eddiquette,machine,23,topic-6
[R]eddiquette,plant,20,topic-6
[R]eddiquette,electric,10,topic-6
[R]eddiquette,manufacturer,9,topic-6
[R]eddiquette,petrol,9,topic-6
[R]eddiquette,ravi,7,topic-6
[R]eddiquette,amritsar,4,topic-6
[R]eddiquette,meter,3,topic-6
[R]eddiquette,exporter,1,topic-6
AskIndia,india,10916,topic-7
AskIndia,like,9825,topic-7
AskIndia,get,8135,topic-7
AskIndia,indian,6602,topic-7
AskIndia,please,4406,topic-7
AskIndia,new,2888,topic-7
AskIndia,share,1357,topic-7
AskIndia,hindi,1013,topic-7
AskIndia,video,910,topic-7
AskIndia,social,876,topic-7
AskIndia,tv,837,topic-7
AskIndia,amazon,785,topic-7
AskIndia,music,764,topic-7
AskIndia,youtube,615,topic-7
AskIndia,song,487,topic-7
AskIndia,bollywood,404,topic-7
AskIndia,channel,341,topic-7
AskIndia,game,333,topic-7
AskIndia,netflix,307,topic-7
AskIndia,facebook,307,topic-7
AskIndia,hit,284,topic-7
AskIndia,latest,250,topic-7
AskIndia,porn,215,topic-7
AskIndia,spotify,162,topic-7
AskIndia,subscribe,122,topic-7
Business/Finance,india,4271,topic-7
Business/Finance,indian,1276,topic-7
Business/Finance,new,706,topic-7
Business/Finance,get,671,topic-7
Business/Finance,like,498,topic-7
Business/Finance,amazon,422,topic-7
Business/Finance,please,204,topic-7
Business/Finance,share,185,topic-7
Business/Finance,latest,137,topic-7
Business/Finance,hit,114,topic-7
Business/Finance,facebook,108,topic-7
Business/Finance,social,91,topic-7
Business/Finance,tv,75,topic-7
Business/Finance,hindi,66,topic-7
Business/Finance,video,60,topic-7
Business/Finance,game,42,topic-7
Business/Finance,youtube,37,topic-7
Business/Finance,spotify,32,topic-7
Business/Finance,music,30,topic-7
Business/Finance,netflix,26,topic-7
Business/Finance,channel,21,topic-7
Business/Finance,subscribe,15,topic-7
Business/Finance,bollywood,11,topic-7
Business/Finance,song,2,topic-7
Coronavirus,india,1840,topic-7
Coronavirus,like,508,topic-7
Coronavirus,get,478,topic-7
Coronavirus,indian,421,topic-7
Coronavirus,please,365,topic-7
Coronavirus,social,271,topic-7
Coronavirus,new,243,topic-7
Coronavirus,video,198,topic-7
Coronavirus,share,139,topic-7
Coronavirus,hit,86,topic-7
Coronavirus,latest,73,topic-7
Coronavirus,subscribe,41,topic-7
Coronavirus,hindi,35,topic-7
Coronavirus,tv,27,topic-7
Coronavirus,youtube,27,topic-7
Coronavirus,channel,21,topic-7
Coronavirus,song,20,topic-7
Coronavirus,amazon,19,topic-7
Coronavirus,facebook,15,topic-7
Coronavirus,music,13,topic-7
Coronavirus,bollywood,12,topic-7
Coronavirus,game,11,topic-7
Coronavirus,netflix,4,topic-7
Coronavirus,porn,3,topic-7
Coronavirus,spotify,2,topic-7
NonPolitical,india,14172,topic-7
NonPolitical,indian,8766,topic-7
NonPolitical,like,6355,topic-7
NonPolitical,get,5483,topic-7
NonPolitical,new,3703,topic-7
NonPolitical,please,2201,topic-7
NonPolitical,video,2121,topic-7
NonPolitical,hindi,1208,topic-7
NonPolitical,song,1033,topic-7
NonPolitical,share,1014,topic-7
NonPolitical,amazon,990,topic-7
NonPolitical,social,968,topic-7
NonPolitical,music,910,topic-7
NonPolitical,bollywood,895,topic-7
NonPolitical,tv,799,topic-7
NonPolitical,youtube,776,topic-7
NonPolitical,facebook,653,topic-7
NonPolitical,hit,522,topic-7
NonPolitical,game,472,topic-7
NonPolitical,netflix,463,topic-7
NonPolitical,latest,449,topic-7
NonPolitical,channel,401,topic-7
NonPolitical,porn,313,topic-7
NonPolitical,subscribe,239,topic-7
NonPolitical,spotify,175,topic-7
Policy/Economy,india,5650,topic-7
Policy/Economy,indian,1863,topic-7
Policy/Economy,new,1066,topic-7
Policy/Economy,like,826,topic-7
Policy/Economy,get,686,topic-7
Policy/Economy,social,301,topic-7
Policy/Economy,please,218,topic-7
Policy/Economy,hit,183,topic-7
Policy/Economy,share,138,topic-7
Policy/Economy,video,118,topic-7
Policy/Economy,latest,99,topic-7
Policy/Economy,facebook,79,topic-7
Policy/Economy,hindi,65,topic-7
Policy/Economy,amazon,64,topic-7
Policy/Economy,tv,60,topic-7
Policy/Economy,game,45,topic-7
Policy/Economy,youtube,42,topic-7
Policy/Economy,channel,36,topic-7
Policy/Economy,porn,29,topic-7
Policy/Economy,bollywood,17,topic-7
Policy/Economy,netflix,17,topic-7
Policy/Economy,music,6,topic-7
Policy/Economy,song,6,topic-7
Policy/Economy,subscribe,3,topic-7
Policy/Economy,spotify,1,topic-7
Politics,india,15340,topic-7
Politics,indian,6200,topic-7
Politics,like,3828,topic-7
Politics,new,2787,topic-7
Politics,get,2355,topic-7
Politics,video,1343,topic-7
Politics,social,1202,topic-7
Politics,please,935,topic-7
Politics,tv,657,topic-7
Politics,hindi,534,topic-7
Politics,facebook,501,topic-7
Politics,share,455,topic-7
Politics,latest,419,topic-7
Politics,hit,344,topic-7
Politics,channel,264,topic-7
Politics,game,262,topic-7
Politics,song,229,topic-7
Politics,youtube,228,topic-7
Politics,bollywood,178,topic-7
Politics,music,117,topic-7
Politics,porn,95,topic-7
Politics,amazon,84,topic-7
Politics,netflix,71,topic-7
Politics,subscribe,53,topic-7
Politics,spotify,25,topic-7
Science/Technology,india,3612,topic-7
Science/Technology,indian,1325,topic-7
Science/Technology,new,884,topic-7
Science/Technology,get,728,topic-7
Science/Technology,like,620,topic-7
Science/Technology,video,344,topic-7
Science/Technology,please,308,topic-7
Science/Technology,facebook,237,topic-7
Science/Technology,amazon,208,topic-7
Science/Technology,social,197,topic-7
Science/Technology,youtube,189,topic-7
Science/Technology,hindi,185,topic-7
Science/Technology,share,184,topic-7
Science/Technology,latest,184,topic-7
Science/Technology,tv,166,topic-7
Science/Technology,hit,90,topic-7
Science/Technology,game,87,topic-7
Science/Technology,channel,83,topic-7
Science/Technology,music,77,topic-7
Science/Technology,subscribe,74,topic-7
Science/Technology,netflix,55,topic-7
Science/Technology,spotify,50,topic-7
Science/Technology,porn,15,topic-7
Science/Technology,song,12,topic-7
Science/Technology,bollywood,12,topic-7
[R]eddiquette,india,1666,topic-7
[R]eddiquette,like,1178,topic-7
[R]eddiquette,get,968,topic-7
[R]eddiquette,indian,921,topic-7
[R]eddiquette,please,535,topic-7
[R]eddiquette,new,534,topic-7
[R]eddiquette,hindi,242,topic-7
[R]eddiquette,share,195,topic-7
[R]eddiquette,video,183,topic-7
[R]eddiquette,song,183,topic-7
[R]eddiquette,social,168,topic-7
[R]eddiquette,bollywood,107,topic-7
[R]eddiquette,tv,101,topic-7
[R]eddiquette,music,85,topic-7
[R]eddiquette,hit,82,topic-7
[R]eddiquette,facebook,78,topic-7
[R]eddiquette,amazon,77,topic-7
[R]eddiquette,youtube,67,topic-7
[R]eddiquette,game,61,topic-7
[R]eddiquette,channel,57,topic-7
[R]eddiquette,latest,55,topic-7
[R]eddiquette,porn,32,topic-7
[R]eddiquette,netflix,24,topic-7
[R]eddiquette,subscribe,8,topic-7
[R]eddiquette,spotify,7,topic-7
AskIndia,like,9825,topic-8
AskIndia,people,7310,topic-8
AskIndia,dont,7050,topic-8
AskIndia,time,4413,topic-8
AskIndia,think,4033,topic-8
AskIndia,everyone,1112,topic-8
AskIndia,thought,991,topic-8
AskIndia,true,560,topic-8
AskIndia,pm,416,topic-8
AskIndia,doctor,312,topic-8
AskIndia,virus,147,topic-8
AskIndia,loud,98,topic-8
AskIndia,noise,91,topic-8
AskIndia,bhakts,44,topic-8
AskIndia,patriotism,39,topic-8
AskIndia,meme,38,topic-8
AskIndia,bhakt,33,topic-8
AskIndia,nsfw,29,topic-8
AskIndia,poem,21,topic-8
AskIndia,banging,11,topic-8
AskIndia,clapping,11,topic-8
AskIndia,loudspeaker,7,topic-8
AskIndia,vibration,6,topic-8
AskIndia,clap,6,topic-8
AskIndia,utensil,1,topic-8
Business/Finance,like,498,topic-8
Business/Finance,people,398,topic-8
Business/Finance,time,389,topic-8
Business/Finance,dont,330,topic-8
Business/Finance,think,97,topic-8
Business/Finance,pm,63,topic-8
Business/Finance,everyone,51,topic-8
Business/Finance,true,37,topic-8
Business/Finance,thought,36,topic-8
Business/Finance,virus,11,topic-8
Business/Finance,meme,6,topic-8
Business/Finance,doctor,4,topic-8
Business/Finance,bhakt,2,topic-8
Business/Finance,noise,1,topic-8
Business/Finance,clap,1,topic-8
Business/Finance,poem,1,topic-8
Coronavirus,people,1445,topic-8
Coronavirus,virus,559,topic-8
Coronavirus,like,508,topic-8
Coronavirus,dont,415,topic-8
Coronavirus,time,387,topic-8
Coronavirus,pm,381,topic-8
Coronavirus,think,239,topic-8
Coronavirus,everyone,179,topic-8
Coronavirus,doctor,129,topic-8
Coronavirus,clapping,85,topic-8
Coronavirus,true,56,topic-8
Coronavirus,thought,44,topic-8
Coronavirus,clap,32,topic-8
Coronavirus,banging,28,topic-8
Coronavirus,noise,17,topic-8
Coronavirus,bhakts,11,topic-8
Coronavirus,loud,8,topic-8
Coronavirus,bhakt,8,topic-8
Coronavirus,vibration,7,topic-8
Coronavirus,meme,6,topic-8
Coronavirus,poem,4,topic-8
Coronavirus,utensil,3,topic-8
Coronavirus,nsfw,1,topic-8
Coronavirus,patriotism,1,topic-8
Coronavirus,loudspeaker,1,topic-8
NonPolitical,people,6430,topic-8
NonPolitical,like,6355,topic-8
NonPolitical,dont,5168,topic-8
NonPolitical,time,3637,topic-8
NonPolitical,think,2339,topic-8
NonPolitical,thought,1052,topic-8
NonPolitical,everyone,967,topic-8
NonPolitical,pm,898,topic-8
NonPolitical,true,473,topic-8
NonPolitical,doctor,410,topic-8
NonPolitical,meme,264,topic-8
NonPolitical,virus,259,topic-8
NonPolitical,loud,134,topic-8
NonPolitical,noise,117,topic-8
NonPolitical,poem,113,topic-8
NonPolitical,patriotism,71,topic-8
NonPolitical,bhakts,65,topic-8
NonPolitical,bhakt,40,topic-8
NonPolitical,nsfw,39,topic-8
NonPolitical,clapping,27,topic-8
NonPolitical,banging,21,topic-8
NonPolitical,clap,17,topic-8
NonPolitical,loudspeaker,8,topic-8
NonPolitical,vibration,1,topic-8
Policy/Economy,people,982,topic-8
Policy/Economy,like,826,topic-8
Policy/Economy,time,557,topic-8
Policy/Economy,dont,460,topic-8
Policy/Economy,pm,322,topic-8
Policy/Economy,think,303,topic-8
Policy/Economy,everyone,122,topic-8
Policy/Economy,thought,89,topic-8
Policy/Economy,true,80,topic-8
Policy/Economy,doctor,49,topic-8
Policy/Economy,virus,27,topic-8
Policy/Economy,noise,6,topic-8
Policy/Economy,bhakts,6,topic-8
Policy/Economy,poem,4,topic-8
Policy/Economy,meme,4,topic-8
Policy/Economy,loud,3,topic-8
Policy/Economy,bhakt,2,topic-8
Policy/Economy,patriotism,1,topic-8
Policy/Economy,clapping,1,topic-8
Politics,people,6111,topic-8
Politics,pm,5785,topic-8
Politics,like,3828,topic-8
Politics,dont,3139,topic-8
Politics,time,2377,topic-8
Politics,think,1927,topic-8
Politics,everyone,596,topic-8
Politics,thought,471,topic-8
Politics,true,436,topic-8
Politics,bhakts,298,topic-8
Politics,bhakt,189,topic-8
Politics,meme,141,topic-8
Politics,doctor,137,topic-8
Politics,patriotism,117,topic-8
Politics,poem,82,topic-8
Politics,virus,69,topic-8
Politics,noise,47,topic-8
Politics,loud,45,topic-8
Politics,clapping,16,topic-8
Politics,clap,10,topic-8
Politics,nsfw,7,topic-8
Politics,loudspeaker,4,topic-8
Politics,banging,4,topic-8
Politics,vibration,2,topic-8
Science/Technology,like,620,topic-8
Science/Technology,people,430,topic-8
Science/Technology,time,402,topic-8
Science/Technology,dont,359,topic-8
Science/Technology,think,188,topic-8
Science/Technology,pm,92,topic-8
Science/Technology,thought,64,topic-8
Science/Technology,everyone,63,topic-8
Science/Technology,virus,57,topic-8
Science/Technology,doctor,34,topic-8
Science/Technology,true,33,topic-8
Science/Technology,noise,14,topic-8
Science/Technology,vibration,6,topic-8
Science/Technology,loud,5,topic-8
Science/Technology,meme,3,topic-8
Science/Technology,patriotism,3,topic-8
Science/Technology,bhakts,1,topic-8
Science/Technology,nsfw,1,topic-8
Science/Technology,bhakt,1,topic-8
Science/Technology,clapping,1,topic-8
[R]eddiquette,like,1178,topic-8
[R]eddiquette,people,1171,topic-8
[R]eddiquette,dont,1043,topic-8
[R]eddiquette,time,653,topic-8
[R]eddiquette,think,478,topic-8
[R]eddiquette,thought,174,topic-8
[R]eddiquette,everyone,171,topic-8
[R]eddiquette,pm,167,topic-8
[R]eddiquette,true,67,topic-8
[R]eddiquette,doctor,51,topic-8
[R]eddiquette,meme,18,topic-8
[R]eddiquette,noise,13,topic-8
[R]eddiquette,patriotism,12,topic-8
[R]eddiquette,loud,12,topic-8
[R]eddiquette,poem,10,topic-8
[R]eddiquette,bhakt,7,topic-8
[R]eddiquette,nsfw,6,topic-8
[R]eddiquette,banging,3,topic-8
[R]eddiquette,bhakts,3,topic-8
[R]eddiquette,virus,2,topic-8
[R]eddiquette,utensil,2,topic-8
[R]eddiquette,vibration,1,topic-8
AskIndia,online,1940,topic-9
AskIndia,price,669,topic-9
AskIndia,gift,301,topic-9
AskIndia,latest,250,topic-9
AskIndia,wear,250,topic-9
AskIndia,art,143,topic-9
AskIndia,removed,118,topic-9
AskIndia,bag,101,topic-9
AskIndia,clothing,94,topic-9
AskIndia,fashion,92,topic-9
AskIndia,artist,65,topic-9
AskIndia,logo,41,topic-9
AskIndia,cotton,33,topic-9
AskIndia,saree,31,topic-9
AskIndia,silk,23,topic-9
AskIndia,flower,22,topic-9
AskIndia,linen,12,topic-9
AskIndia,wooden,11,topic-9
AskIndia,necklace,6,topic-9
AskIndia,pickle,5,topic-9
AskIndia,tussar,4,topic-9
AskIndia,decorative,2,topic-9
AskIndia,showpiece,1,topic-9
Business/Finance,online,598,topic-9
Business/Finance,price,331,topic-9
Business/Finance,latest,137,topic-9
Business/Finance,silk,88,topic-9
Business/Finance,saree,76,topic-9
Business/Finance,fashion,51,topic-9
Business/Finance,cotton,49,topic-9
Business/Finance,clothing,39,topic-9
Business/Finance,wear,38,topic-9
Business/Finance,linen,38,topic-9
Business/Finance,tussar,38,topic-9
Business/Finance,gift,35,topic-9
Business/Finance,wooden,34,topic-9
Business/Finance,decorative,32,topic-9
Business/Finance,bag,29,topic-9
Business/Finance,handcrafted,27,topic-9
Business/Finance,jute,26,topic-9
Business/Finance,necklace,22,topic-9
Business/Finance,showpiece,19,topic-9
Business/Finance,art,17,topic-9
Business/Finance,logo,16,topic-9
Business/Finance,pickle,16,topic-9
Business/Finance,flower,8,topic-9
Business/Finance,removed,7,topic-9
Business/Finance,artist,5,topic-9
Coronavirus,online,78,topic-9
Coronavirus,latest,73,topic-9
Coronavirus,wear,35,topic-9
Coronavirus,price,26,topic-9
Coronavirus,logo,9,topic-9
Coronavirus,art,6,topic-9
Coronavirus,clothing,6,topic-9
Coronavirus,removed,5,topic-9
Coronavirus,gift,3,topic-9
Coronavirus,artist,3,topic-9
Coronavirus,cotton,3,topic-9
Coronavirus,bag,2,topic-9
Coronavirus,wooden,1,topic-9
NonPolitical,online,1246,topic-9
NonPolitical,price,609,topic-9
NonPolitical,latest,449,topic-9
NonPolitical,art,309,topic-9
NonPolitical,wear,216,topic-9
NonPolitical,gift,179,topic-9
NonPolitical,removed,177,topic-9
NonPolitical,bag,129,topic-9
NonPolitical,artist,113,topic-9
NonPolitical,fashion,109,topic-9
NonPolitical,logo,63,topic-9
NonPolitical,clothing,58,topic-9
NonPolitical,cotton,57,topic-9
NonPolitical,saree,47,topic-9
NonPolitical,flower,36,topic-9
NonPolitical,silk,24,topic-9
NonPolitical,wooden,14,topic-9
NonPolitical,linen,7,topic-9
NonPolitical,necklace,6,topic-9
NonPolitical,pickle,6,topic-9
NonPolitical,decorative,5,topic-9
NonPolitical,jute,4,topic-9
NonPolitical,tussar,4,topic-9
NonPolitical,handcrafted,2,topic-9
Policy/Economy,online,312,topic-9
Policy/Economy,price,221,topic-9
Policy/Economy,latest,99,topic-9
Policy/Economy,removed,41,topic-9
Policy/Economy,gift,22,topic-9
Policy/Economy,cotton,9,topic-9
Policy/Economy,art,8,topic-9
Policy/Economy,bag,8,topic-9
Policy/Economy,fashion,7,topic-9
Policy/Economy,silk,7,topic-9
Policy/Economy,clothing,6,topic-9
Policy/Economy,logo,4,topic-9
Policy/Economy,wear,2,topic-9
Policy/Economy,linen,1,topic-9
Policy/Economy,handcrafted,1,topic-9
Policy/Economy,flower,1,topic-9
Policy/Economy,showpiece,1,topic-9
Politics,latest,419,topic-9
Politics,online,346,topic-9
Politics,price,260,topic-9
Politics,removed,217,topic-9
Politics,art,163,topic-9
Politics,wear,101,topic-9
Politics,gift,94,topic-9
Politics,bag,43,topic-9
Politics,artist,37,topic-9
Politics,fashion,32,topic-9
Politics,logo,23,topic-9
Politics,flower,18,topic-9
Politics,saree,18,topic-9
Politics,clothing,16,topic-9
Politics,cotton,15,topic-9
Politics,silk,12,topic-9
Politics,wooden,6,topic-9
Politics,necklace,4,topic-9
Politics,linen,3,topic-9
Politics,handcrafted,2,topic-9
Politics,decorative,1,topic-9
Politics,showpiece,1,topic-9
Politics,jute,1,topic-9
Science/Technology,online,422,topic-9
Science/Technology,price,418,topic-9
Science/Technology,latest,184,topic-9
Science/Technology,art,32,topic-9
Science/Technology,gift,28,topic-9
Science/Technology,removed,22,topic-9
Science/Technology,logo,13,topic-9
Science/Technology,fashion,9,topic-9
Science/Technology,bag,8,topic-9
Science/Technology,cotton,7,topic-9
Science/Technology,wear,3,topic-9
Science/Technology,artist,3,topic-9
Science/Technology,silk,2,topic-9
Science/Technology,wooden,2,topic-9
Science/Technology,necklace,2,topic-9
