date,flair,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25
2017-09-30,Science/Technology,498,90,168,298,192,339,58,26,330,159,34,52,122,105,42,89,143,106,8,151,13,14,17,28,29
2017-10-31,Science/Technology,353,103,139,219,157,269,44,31,217,126,18,41,112,48,29,72,89,55,11,132,20,17,12,12,49
2017-11-30,Science/Technology,413,122,155,260,168,298,86,31,256,126,44,63,94,45,36,82,84,76,9,145,31,18,25,19,54
2017-12-31,Science/Technology,349,117,127,215,129,230,65,31,192,111,30,41,65,32,55,84,57,58,5,120,22,19,23,13,71
2018-01-31,Science/Technology,349,90,125,210,126,237,45,21,185,101,19,43,42,37,22,45,71,51,13,113,15,15,22,12,32
2018-02-28,Science/Technology,306,99,144,190,137,253,50,21,214,109,36,40,44,42,37,51,40,70,12,132,20,16,13,17,55
2018-03-31,Science/Technology,323,87,115,199,123,286,42,13,216,108,20,38,32,20,31,54,31,56,6,117,10,8,14,26,37
2018-04-30,Science/Technology,313,119,149,227,141,271,47,25,191,98,27,52,49,30,38,61,49,54,9,119,22,12,8,21,55
2018-05-31,Science/Technology,206,86,68,103,67,126,58,13,101,55,22,15,23,35,26,39,11,35,5,67,9,9,4,3,40
2018-06-30,Science/Technology,264,125,80,136,82,210,50,12,169,79,45,35,33,28,24,45,48,65,7,74,9,8,9,13,34
2018-07-31,Science/Technology,266,148,92,158,100,208,42,41,193,84,73,61,109,50,47,63,77,91,16,87,13,20,16,11,83
2018-08-31,Science/Technology,428,107,152,228,159,286,73,43,251,124,43,68,97,54,38,65,91,109,17,127,23,20,34,20,47
2018-09-30,Science/Technology,219,90,94,147,112,181,33,37,118,54,33,18,45,62,23,40,53,58,2,84,9,5,8,11,42
2018-10-31,Science/Technology,281,143,100,169,126,232,40,63,216,88,58,52,76,81,40,67,59,95,13,84,14,13,15,12,68
2018-11-30,Science/Technology,333,152,145,178,167,225,47,53,192,101,38,45,104,88,54,92,64,71,14,112,49,11,12,21,66
2018-12-31,Science/Technology,195,71,106,145,121,173,27,17,145,51,37,22,44,49,21,43,37,44,10,81,9,4,3,13,36
2019-01-31,Science/Technology,295,120,97,181,102,224,64,28,159,99,49,55,43,21,35,59,43,60,17,75,13,17,14,21,41
2019-02-28,Science/Technology,217,65,99,137,115,196,41,44,147,62,17,36,73,51,33,58,64,47,5,95,40,13,7,12,55
2019-03-31,Science/Technology,370,147,140,228,144,290,82,38,212,107,24,49,89,37,38,85,66,73,17,129,33,24,20,49,63
2019-04-30,Science/Technology,188,85,75,116,77,169,30,21,138,72,18,26,40,18,40,63,41,43,9,68,20,9,8,13,50
2019-05-31,Science/Technology,283,133,130,186,119,196,50,22,153,74,42,39,28,26,40,55,30,66,13,108,12,8,5,14,46
2019-06-30,Science/Technology,298,130,117,163,106,215,47,15,172,95,41,55,23,18,31,44,44,72,4,104,22,31,38,17,37
2019-07-31,Science/Technology,496,187,194,275,166,323,123,36,234,159,61,107,38,44,61,112,68,95,13,134,18,44,14,37,70
2019-08-31,Science/Technology,323,134,82,183,92,213,69,31,158,108,38,51,31,30,43,64,38,82,26,84,15,25,20,26,62
2019-09-30,Science/Technology,338,133,114,183,117,213,81,50,185,128,39,65,63,24,59,84,54,89,7,96,15,21,16,30,75
2019-10-31,Science/Technology,412,202,135,198,88,494,123,58,180,158,48,112,35,30,45,76,44,68,15,92,24,60,6,41,54
2019-11-30,Science/Technology,349,149,110,182,135,296,84,27,195,102,54,75,51,71,41,71,60,77,10,103,20,30,14,27,41
2019-12-31,Science/Technology,257,111,121,167,121,190,60,23,160,74,49,40,50,30,33,57,61,76,10,99,8,17,12,14,36
2020-01-31,Science/Technology,243,107,129,154,116,176,36,32,128,62,43,42,29,22,28,52,28,63,9,88,7,9,7,17,39
2020-02-29,Science/Technology,257,103,120,154,155,193,55,31,151,82,60,62,62,22,22,57,39,74,1,74,27,18,6,16,39
2020-03-31,Science/Technology,397,165,285,248,114,249,123,33,171,125,58,85,33,45,52,86,40,82,16,107,18,18,8,23,63
2020-04-30,Science/Technology,332,123,166,237,94,278,85,19,184,131,48,83,32,35,47,85,49,90,13,83,16,28,11,22,44
2017-01-31,[R]eddiquette,644,182,186,295,99,314,243,16,173,199,48,117,25,18,96,112,68,87,11,125,15,41,35,50,52
2017-02-28,[R]eddiquette,335,109,88,174,41,175,124,12,103,105,20,59,16,15,23,67,43,34,7,42,25,32,36,29,24
2017-03-31,[R]eddiquette,632,221,169,265,107,287,220,17,167,170,32,101,17,28,43,102,66,74,12,102,28,44,97,36,32
2017-04-30,[R]eddiquette,787,253,221,348,99,364,344,10,167,262,38,159,26,32,75,132,80,95,13,106,57,70,22,57,43
2017-05-31,[R]eddiquette,551,129,143,242,86,285,229,16,132,167,26,76,27,20,52,115,59,66,13,120,17,28,39,29,31
2017-06-30,[R]eddiquette,840,298,188,389,105,367,261,29,164,302,52,157,11,24,83,154,85,95,39,120,30,69,43,55,39
2017-07-31,[R]eddiquette,683,228,235,399,129,344,258,30,167,220,41,119,20,29,66,128,50,75,22,141,33,50,7,37,60
2017-08-31,[R]eddiquette,579,147,250,402,114,313,235,14,154,149,24,74,21,26,49,86,61,48,9,111,18,28,31,36,34
2017-09-30,[R]eddiquette,751,234,250,441,132,371,270,16,211,245,48,138,22,36,82,109,104,86,11,149,32,63,37,53,53
2017-10-31,[R]eddiquette,653,201,184,382,93,284,243,17,158,187,36,105,26,27,52,114,51,83,10,88,31,45,28,37,45
2017-11-30,[R]eddiquette,542,177,162,311,114,284,181,19,143,169,40,101,16,31,40,94,95,72,5,103,23,47,46,23,36
2017-12-31,[R]eddiquette,391,120,124,176,69,213,121,13,135,142,17,71,21,8,33,74,52,54,2,64,27,38,34,26,36
2018-01-31,[R]eddiquette,373,144,103,179,63,211,140,32,106,113,36,96,15,17,40,85,24,78,3,67,8,47,26,22,53
2018-02-28,[R]eddiquette,504,178,100,175,50,198,207,15,104,150,25,100,15,16,32,97,46,76,5,46,14,48,27,30,32
2018-03-31,[R]eddiquette,481,205,132,196,74,257,182,18,111,135,29,97,16,31,59,102,33,68,6,79,19,43,16,32,45
2018-04-30,[R]eddiquette,436,143,155,196,62,225,164,11,176,124,23,70,24,18,31,75,42,72,8,82,22,30,27,29,40
2018-05-31,[R]eddiquette,139,61,25,72,14,66,50,5,38,46,6,39,9,5,18,28,14,19,1,11,6,13,4,9,11
2018-06-30,[R]eddiquette,228,85,51,92,24,89,81,4,36,60,6,45,11,6,33,30,13,30,6,29,9,19,11,13,24
2018-07-31,[R]eddiquette,178,59,53,97,52,83,65,4,63,51,8,22,4,8,17,39,17,19,5,31,5,11,4,4,5
2018-08-31,[R]eddiquette,182,41,54,80,27,77,58,7,53,40,10,23,5,5,16,45,9,32,1,29,10,10,4,8,14
2018-09-30,[R]eddiquette,129,63,26,52,17,61,41,3,28,40,8,21,8,6,8,17,15,16,2,14,13,13,7,5,9
2018-10-31,[R]eddiquette,180,49,52,71,34,81,87,10,43,46,8,32,3,6,15,30,7,28,7,32,4,13,8,16,16
2018-11-30,[R]eddiquette,261,90,87,129,92,168,101,12,83,79,19,52,15,6,25,48,15,38,5,49,10,24,7,19,22
2018-12-31,[R]eddiquette,186,57,66,86,45,121,80,8,60,75,14,45,12,7,17,40,22,27,1,33,7,23,4,15,17
2019-01-31,[R]eddiquette,283,86,95,133,59,155,108,8,73,77,28,52,3,7,36,45,40,50,8,42,8,15,9,36,25
2019-02-28,[R]eddiquette,235,88,92,133,78,145,76,24,85,66,15,50,15,10,26,44,32,25,8,65,16,23,6,17,56
2019-03-31,[R]eddiquette,355,104,105,165,115,172,138,23,95,104,23,66,10,8,41,71,21,44,7,50,46,24,8,43,63
2019-04-30,[R]eddiquette,278,116,95,136,59,149,81,16,85,67,22,53,5,12,34,42,54,36,10,54,16,16,18,19,18
2019-05-31,[R]eddiquette,301,114,99,142,53,161,116,11,87,68,16,54,9,15,47,50,25,40,3,59,12,15,9,27,32
2019-06-30,[R]eddiquette,233,102,91,134,54,131,92,6,57,59,24,68,10,18,53,30,27,27,2,45,26,19,11,21,19
2019-07-31,[R]eddiquette,196,48,79,79,54,89,76,6,45,37,19,28,12,13,12,40,25,26,0,39,13,9,13,23,17
2019-08-31,[R]eddiquette,650,183,212,331,163,433,214,23,284,193,56,122,26,22,67,124,65,84,18,176,27,37,27,35,48
2019-09-30,[R]eddiquette,1146,431,315,603,203,941,356,69,411,406,71,201,52,48,139,219,122,148,28,229,36,77,31,70,133
